"brims" barone, midway mobster|the capo of caps, the hitman of hats, the don of donning fashionable headwear.
centrifuge|the back of each ticket features a map to the lost and found.
cephalid aristocrat|it's easy to tell the difference between the devious cephalids and the trustworthy ones. the trustworthy ones are dead.
cephalid broker|cephalids value the free exchange of ideas~except for the "free" part.
cephalid constable|cephalids don't police people. they police loyalties.
cephalid facetaker|few think to look past a familiar face and a friendly smile.
cephalid inkshrouder|cephalids shrink from the harsh glare of scrutiny.
cephalid looter|"amazing, isn't it, what humans will throw away when they're drowning?"
cephalid pathmage|pathmages can open doors that aren't even there.
cephalid retainer|cephalids whisper flattery in your ear, put jewels in your hand, spin dreams in your head, and stick knives in your back.
cephalid scout|the more they survey the dreadful dry expanses, the more the cephalids thirst to tame them.
cephalid snitch|the cautious are wary of their enemies. the wise are also wary of their friends.
cerebral vortex|izzet brains and izzet boilers: contents under pressure.
ceremonial groundbreaker|construction in new capenna is imbued with tradition and ritual.
ceremonial guard|"these guards are the most disciplined military unit in the city. they couldn't fight their way out of a broom closet, but they've got discipline." ~gerrard, to sisay
ceremonious rejection|the judges at the fair are held in such high esteem that a nod of recognition can inspire an inventor for a lifetime~and a wave of dismissal can end a career.
cerodon yearling|the unit of measurement used to chart a cerodon's growth is "persons consumed."
certain death|some spirits cling to one person, feasting on the growing fear until a final moment of all-consuming terror.
cerulean drake|dragons avoid the bright colors of its wings.
cerulean sphinx|"about the sphinx, i have mixed feelings. their wisdom i crave, but their secrecy i can't tolerate." ~szadek
cerulean wisps|"if you see ghostly lights by the river, eat three twigs of marshroot to ward off kelpies." ~kithkin superstition
cerulean wyvern|"once, a quirion asked why i was so cautious when the day was clear. i told him of the sky-blue hide of the cerluean wyvern, and he offered me double if i could conjure a strong tailwind!" ~sisay, captain of the *weatherlight*
cessation|"the face of light will shine upon them, and they will know war no more." ~*song of all*, canto 918
ceta disciple|"the sea holds all that you need. you simply must know how to ask for it."
chain devil|to these fiends, there's no symphony more beautiful than the melodies of rattling chains and ripping flesh.
chain reaction|"we train for the improbable, like lightning striking the same place twice, or striking everywhere at once." ~nundari, sea gate militia captain
chain stasis|"here we go again." ~kakra, sea troll
chain to memory|those who do not learn from their mistakes are bound to relive them.
chainbreaker|scarecrows deemed too malevolent to roam free are shackled to boulders or dolmen stones. their animosity usually outlives the chains.
chained brute|a momentary lapse is all it needs to break free.
chainer's edict|the pits have their own form of mercy.
chainwhip cyclops|"you say this tenth district, not rubblebelt. but where smash happen, that rubblebelt. rubblebelt state of mind." ~urgdar, cyclops philosopher
chalice of death|the bitter taste of life's only certainty.
chalice of life|the sweet taste of hope's promise.
challenger troll|for most, war is a calamity. for some, an opportunity. and for the very few, a pleasure.
chamber of manipulation|politics is just a subtle form of mind control~and cephalids are master politicians.
chambered nautilus|what's merely a home for the nautilus can become exquisite jewelry in the hands of saprazzan artisans.
chameleon blur|"sometimes the best plan is neither fighting nor running." ~freyalise
champion lancer|the flash of his lance projects the pure radiance of his honor.
champion of arashin|"the blood of dromoka and the blood of my veins are the same."
champion of dusk|"drench these golden streets in the blood of our enemies."
champion of rhonas|the only way to finish the trial of strength is with a basilisk scale in hand.
champion of the flame|grand warlord radha's challengers are always defeated, but she rewards the most passionate with the flame of keld. after that, they burn for her.
champion of the parish|"i stand for every cobbler, tanner, and fool in this town~and they stand for me."
champion of the perished|he rose from the graf for every cobbler, tanner, and fool who'd been slaughtered in the parish~and they rose and shambled after him.
champion's drake|"'fraid of heights? ride a horse. 'fraid of missing out? rein up a drake." ~trinda, hada spy patrol
champion's helm|adi thandray designed this helm as a tribute to his mentor, the great daljit gavaskar.
chance encounter|"what are the odds, indeed?" ~yusri, to desera
chance encounter|the more unlikely the victory, the more memorable the success.
chance for glory|"it is not your time. the legion still needs your blade."
chandler|"never brag about the latest wonder you've created, students. chandler might be listening." ~reveka, wizard savant
chandra's defeat|"fire? is that your only trick, chandra?" ~nicol bolas
chandra's embercat|"furballs? try dealing with fireballs." ~chandra nalaar
chandra's flame wave|"it's high tide."
chandra's fury|"i asked if they wanted to do things the easy way. i meant easy for me."
chandra's fury|"they started it."
chandra's fury|www.magicthegathering.com
chandra's ignition|in the moment before her execution, she realized what it meant to be a pyromancer, to be alive, to be chandra.
chandra's magmutt|"is it purebred? no, but it's pure fire." ~chandra nalaar
chandra's outrage|"her mind is an incredible mix of emotion and power. even if i could grasp it, i couldn't hold it for long." ~jace beleren, on chandra nalaar
chandra's outrage|"there's plenty of fire to go around." ~chandra nalaar
chandra's outrage|chandra never believed in using her "inside voice."
chandra's pyreling|"i think chandra just wanted something to blame random scorch marks on." ~jace beleren
chandra's pyrohelix|"now that i've dealt with your little toys, i can focus on the real problem: you." ~chandra nalaar, to dovin baan
chandra's pyrohelix|"this one's for my mom, and this one's for me."
chandra's revolution|chandra was driven by her anger, directed particularly at the man who had taken her father from her.
chandra's spitfire|"i've lit most everything on fire~trees, rocks, even the water. now it's time to burn the clouds."
chandra's triumph|her triumph came not from achieving her ideal self, but from rejecting the idea of perfection.
chandra, gremlin wrangler|"sure, i could set things on fire by myself. but teamwork can be fun, too."
change of fortune|"we cannot escape change, but with faith and fortitude, we can mold it to our liking." ~marel, dawnhart witch
changeling outcast|a mercurial face sows distrust. distrust reaps a lonely life.
changeling sentinel|there's nothing more unsettling than locking blades with something that looks just like you.
channel|"as long as you are breathing, you always have something more to give." ~valentin, witherbloom dean
channel|to some mages, the meaning of life is less important than how much is left.
channel the suns|to some the birth of the fifth sun was a sign of doom. to others it was a sign of salvation. but to all it was a sign.
channeled force|few monsters challenged narset after they sensed her power.
chant of the skifsang|the skifsang, seafarers of nephalia, craft spells like other sailors craft nets~making them strong enough to snare even the deadliest catch.
chaos confetti|and you thought that was just an urban legend.
chaos maw|the food chain doesn't end at sandwurms.
chaos terminator lord|"charge brothers! death to the false emperor!"
chaos warp|"be careful when handling old magical trinkets. you never know who they've been." ~augusta, lorehold dean
chaos warp|"tzeentch cares not what they were or what they become. only that they change." ~kairos fateweaver
chaos warp|confused but undeterred, the butterflies charged into battle.
chaosphere|"i dance the nothing dance, / feet in the air, knives in the ground." ~femeref chant
chaotic backlash|the concept of thoughtweft fascinates the nighthearth cult. imagine, bringing agony to an entire people by torturing just one.
chapel geist|death has bound it with chains of past regrets. forever it searches for atonement, each kindness removing a single link.
chaplain's blessing|"there was a time when the purpose of the church was to heal and protect. i would see that time return."
char|if you've never choked on the embers of your own spell, you aren't casting it hard enough.
char|izzet mages often acquire their magic reagents from dubious sources, so the potency of their spells is never predictable.
charcoal diamond|every facet a portent of kelemvor's inevitable judgment.
charcoal diamond|the essence of night to harden the soul.
chardalyn dragon|first discovered in ancient netheril, chardalyn stones absorb and hold magical energy, enabling constructs to be infused with fearsome power and unnatural malice.
charge|"honor rides before us. all we have to do is catch up." ~danitha capashen
charge of the forever~beast|the zagoth wetlands are fertilized by centuries of brokkos's former challengers.
charge through|"what a move! lorehold gets caught flat-footed, and witherbloom barrels ahead." ~cremik, mage tower commentator
charging badger|"if the hierarchies of nature were determined by ferocity alone, the badger would be lord of the beasts." ~anthousa of setessa
charging bandits|the fear in their victims' eyes is their most cherished reward.
charging binox|arena beasts are bred for flashiness and foul temper. an extra head addresses both requirements.
charging griffin|four claws, two wings, one beak, no fear.
charging monstrosaur|"i knew i should have stayed with the boat. always stay with the boat!"
charging paladin|"hope shall be the blade that severs our bonds."
charging paladin|a true warrior's thoughts are of victory, not death.
charging rhino|"is it wrong to go straight for what you want? sneaking is for cats and goblins." ~tahngarth of the *weatherlight*
charging rhino|a rhino rarely uses its horn to announce its charge, only to end it.
charging rhino|the knights of troinir keep took the rhino as their emblem due to its intense focus when charging down a perceived threat~a trait they discovered on a hunting excursion.
charging slateback|goblins prize its hide for building rock sled runners.
charging troll|they stop for nothing, not even the end of a battle.
charging tuskodon|it doesn't hold grudges. it runs them down and impales them.
chariot of the sun|"sun follows moon until she tires, then carries her until she's strong / and runs ahead of him again." ~"love song of night and day"
chariot of victory|the greatest heroes are the first to stand, the first to take up arms, and the first to meet the enemy.
charisma|it was gerrard's nature to lead and the mercadians' to follow.
charismatic vanguard|"this battlefield is an anvil, my mace a forging hammer . . . and you, phyrexian scum, are the scrap metal that's about to be reshaped as i see fit."
charity extractor|"war or no war, your donations are due, as always."
charix, the raging isle|zendikar's seas are deeper than anyone can fathom.
charmed griffin|are you sure you can afford such a luxury?
charmed stray|"there's something peculiar about the cats today." ~janoc, tin street tinker
charnelhoard wurm|jund's dragons hoard only sangrite crystals. its wurms aren't so picky.
chart a course|while other pirates prowl for treasure, captain parrish plunders secrets.
char~rumbler|elementals flourished as dominaria healed and new forms of life adapted to the land's reinfusion with mana.
chasm drake|"once he's got you, hold on. fall from a drake and you'll suffer much worse than a bruise." ~garl, drake trainer
chasm guide|with a single act of bravery, she went from expendable to indispensable.
chasm skulker|designed by mike neumann
chastise|"why do we pray to the ancestor? because she listens." ~mystic elder
chatter of the squirrel|some rumors are just plain nuts.
chatterstorm|"friends, foragers, fuzzy fighters! tonight we're after more than just acorns!" ~larrel, deep forest hermit
cheap ass|and you thought yawgmoth drove a hard bargain.
check for traps|"relax. i'm a professional."
checkpoint officer|after what he viewed as lukka's shocking betrayal, general kudro enacted stringent security measures at every entry point into drannith.
cheering fanatic|"punch 'em, kick 'em, bite 'em, beat 'em! burn 'em all and we'll defeat 'em!"
chef's kiss|"cooked to perfection, of course."
chemister's insight|"my specialty is theoretical universal limits and ways to circumvent them."
cherished hatchling|despite its appearance, it's anything but defenseless.
chicken a la king|during the chicken revolution, the king managed to keep his head while the others~well, just ran around.
chicken egg|"that's a lotta nuggets." ~jaya ballard, task mage
chicken troupe|why did the chicken cross the park? to get to the other ride.
chief engineer|an eye for detail, a mind for numbers, a soul of clockwork.
chief of the edge|"we are the swift, the strong, the blade's sharp shriek! fear nothing, and strike!"
chief of the foundry|the foundries of kaladesh run like clockwork under the supervision of their formidable overseers.
chief of the scale|"we are the shield unbroken. if we fall today, we will die well, and our trees will bear our names in honor."
chieftain en~dal|the clearest commands are practical examples.
child of alara|the progeny of the maelstrom shows no allegiance~and no mercy~to any of the five shards.
child of night|a vampire enacts vengeance on the entire world, claiming her debt two tiny pinpricks at a time.
child of night|no guilds~that is her rule. the house vampires unnerve her. the combine would dissect her, the legion burn her, the conclave "cure" her. the shadows are all the family she needs.
child of night|sins that would be too gruesome in the light of day are made more pleasing in the dark of night.
child of the pack|her face shines with youthful innocence.
child of thorns|"the soratami scoff at the perils of jukai, calling the forest an 'unruly garden.' perhaps we should send them a rose such as this." ~dokai, weaver of life
children of korlis|"we have a proud history of self-sacrifice. but it is easy, in these bleak times, to find one among us who is eager to die for any cause." ~tavalus, acolyte of korlis
chill|"temper, temper" ~ertai, wizard adept
chill|"temper, temper." ~ertai, wizard adept
chill of foreboding|"wait . . . did you fellows hear something?"
chill of the grave|frozen is frozen, whether it's with cold, terror, or both.
chill to the bone|"thick hides and layered armor won't help when i freeze you from the inside out." ~heidar, rimewind master
chillbringer|if you can see your breath, it's too late to run.
chillerpillar|from its cocoon, a flurry takes flight.
chilling apparition|mortal minds shrivel at its touch.
chilling chronicle|but every story ended the same way: the countryside was captured in the icy grip of winter and darkened by eternal night.
chilling shade|rimewind necromancers caught travelers in mystical blizzards then trapped their spirits in the mist of their final frozen breaths.
chilling trap|"serves you right for rushing ahead." ~kaliea, sea gate trapfinder
chime of night|many sent to serve davvol carried such instruments, as if to remind him who their true masters were.
chimeric coils|the energy that infuses the rings with life also melts them away, leaving only useless puddles of slag.
chimeric idol|after a chimeric idol attacked them, the keldons smashed all unfamiliar statues.
chimeric staff|a snake in the grasp.
chimeric staff|the staff unraveled in a chaotic chorus of clanging, becoming an improbable beast of hissing blades.
chitinous cloak|"if we're going to survive, we have to use every tool at our disposal. especially the disgusting ones." ~ryza, oran-rief scout
chittering doom|one fateful night, bright-eyed and bushy-tailed, they rose.
chittering rats|bottom feeders sometimes rise to the top.
chivalrous chevalier|"i treat every foe according to the highest codes of conduct. then i kill them."
choice of damnations|"life is a series of choices between bad and worse." ~toshiro umezawa
choke|"one day we shall walk where once was water." ~eladamri, lord of leaves
choked estuary|centuries' worth of black iron lie beneath the soil of every imperial world, their civilization built on never-ending strife.
choking fumes|"fall to your knees and welcome our embrace." ~qal-sha, priest of norn
choking miasma|the phyrexians were as surprised as anyone to discover they still needed to breathe.
choking sands|"the people wiped the sand from their eyes and cursed~and left the barren land to the hyenas and vipers." ~afari, *tales*
choking tethers|a wizard can be outnumbered but never outsmarted.
choose your champion|"it seems the fate of the world rests on your shoulders, feeble child."
choose your weapon|"move it, varis, or i'll pick one for you!" ~ellywick tumblestrum
chop down|"what size advantage? they never even see me coming."
chorus of might|"in each of us is the strength of all of us." ~trostani
chorus of the conclave|"we are many, yet one. we are separate in body, yet speak with a single voice. join us in our chorus."
chorus of woe|when nightstalkers sing, nothing in creation sleeps.
chosen by heliod|"training and studies aid a soldier in meager amounts. the gods do the rest." ~brigone, soldier of meletis
chosen of markov|"i have been found worthy by this great house . . ."
cho~arrim bruiser|he doesn't know why the cho-arrim fight the mercadians, but he's happy to bash heads for them anyway.
cho~manno, revolutionary|"mercadia's masks can no longer hide the truth. our day has come at last."
cho~manno, revolutionary|"mercadia's masks can no longer hide the truth. our day has come at last." ~cho-manno
chromatic lantern|by guild tradition, any puddle of multicolored light on the cobblestones can serve as neutral ground.
chromatic lantern|dimir mages put the lanterns to good use, creating shapeshifters and sleeper agents from mana foreign to them.
chromatic lantern|it exemplifies the motto of the luminary league: "innovation requires insatiable curiosity and a good source of light."
chromatic lantern|the shamans' souls were drawn to the astral lantern like moths to a kaleidoscopic flame.
chromatic lantern|used carefully, material has been exposed to the baleful energies of the warp can be contained to fuel powerful rituals.
chromatic orrery|visitors marvel at its design, unaware of the other world that inspired it.
chromatic sphere|"as expected, this sphere's design reflects the colors of the four moons . . . plus another?" ~pontifex, elder researcher
chromatic sphere|"let insight and energy be your guides." ~the blind seer, to gerrard
chromatic star|"this item is not from . . . now. it reflects a sky no longer ours and gleams with hope that does not exist." ~tavalus, acolyte of korlis
chromatic star|"this item is not from … now. it reflects a sky no longer ours and gleams with hope that does not exist." ~tavalus, acolyte of korlis
chrome cat|"i always say, 'if it's breathing, it's lying.' luckily my friend here does neither." ~lord xander
chrome replicator|who would you trust to watch your back more than yourself?
chrome steed|according to auriok myth, it collects scrap in order to reassemble its lost rider.
chronatog|for the chronatog, there is no meal like the present.
chronic flooding|with the izzet occupied elsewhere, many of their public works fell into disrepair.
chronicler of heroes|she paints pictures with words, though not all pictures show the truth.
chronomaton|on the third night, the villagers destroyed their clocks. the sounds of whirring gears and chiming metal held only dread for them.
chronosavant|"in my dreams, i hear the voices of my future selves who have died in times yet to come. i use that knowledge to avoid those dark futures and continue my search for peace."
chronostutter|timing is everything.
chub toad|"chub toad, chub toad at the door. run away quick or you'll run no more." ~traditional children's rhyme
chub toad|chub toad, chub toad at the door. run away quick or you'll run no more. ~traditional children's rhyme
churning eddy|"magic is like the tide~both ebb, both flow, and both serve my whims." ~empress llawan
cinder barrens|"burn their fleet to the waterline, and sink whatever's left." ~angrath
cinder barrens|"i do as i choose with what is mine. and it is all mine." ~nicol bolas
cinder barrens|a mudflow swallowed the lowlands years ago. all that remains are a bottomless mire and an endless rain of ash.
cinder crawler|the crawler doesn't care what gets in its way. it pushes everything into the boiling muck and waits for the meal to cook.
cinder elemental|"the old gods awoke and sent fingers of fire to see what was left of the old ways under the endless city." ~daiva, gruul storyteller
cinder elemental|their rage can grow to such proportions that they explode in a cloud of fire.
cinder giant|"the giant wept tears of embers for the deaths of his allies." ~azeworai, "the lonely giant"
cinder glade|all orbital bombardment did was till the soil.
cinder glade|on the volcanic continent of akoum, bizarre vegetation clusters around gas vents, and jagged mountain peaks rise high into the air.
cinder hellion|chandra used jets of flame to lure hellions into the path of oncoming eldrazi.
cinder pyromancer|"if the whole world burns, i'll never grow cold."
cinder storm|any pyromancer can summon fire with a thought. the trick is putting it out.
cinder storm|when the sky's rain has turned to fire, what will put it out?
cinder wall|"easy. all ya gotta do is push somebody into it." ~squee, goblin cabin hand, scouting report
cinder wall|"the smell of roasted flesh hung over the valley for hours." ~onean sergeant
cinderbones|not all coals lie quietly in their beds of cold ash.
cinderclasm|every inferno begins with a spark.
cinderhaze wretch|thick smoke billows and twists to form disturbing faces that cackle and click their teeth to the popping embers.
cinderheart giant|what fire giants lack in arcane prowess, they make up for with reckless, explosive rage.
cipherbound spirit|rather than consort with demons, the quietus cult seeks wisdom from the dead.
circle of despair|"life is a resource that should belong only to the strong." ~shauku, endbringer
circle of dreams druid|the realms protected by druids of the circle of dreams are gleaming, fruitful places, where dream and reality blur together and the weary can find rest.
circle of elders|they whisper of an ancient hero who saved the dragons of their world.
circle of flame|"which do you think is a better deterrent: a moat of water or one of fire?" ~chandra nalaar
circle of protection: artifacts|"memnarch shall rage against us. we shall endure."
circle of the moon druid|druids of the circle of the moon are fierce guardians of nature who haunt the deepest parts of the wilderness.
circuit mender|inspired by industrious silkworms, its maker crafted it to restore the broken pieces of the world.
circuitous route|"the shortest path between two points is not always the safest." ~tamina, district guide
circuits act|another day, another item pietra has to add to the "do not juggle" database.
citadel castellan|"i am the first line of defense. you will not encounter the second."
citadel gate|a beacon of order and safety, for those who can afford it.
citadel of pain|"battle is our religion. this fortress is our temple." ~latulla, keldon overseer
citanul druid|driven mad by the fall of argoth, the citanul druids found peace only in battle.
citanul flute|each note of the flute mimics the call of a different beast.
citanul hierophants|from deep in the caves beneath the forest, the hierophants planned the druids' raids against the enemy.
citanul woodreaders|they seek out living trees to glean age-old secrets from sap and wood.
citizen's arrest|"what lurks behind the faces of those you think you can trust?"
city of ass|"but . . ."
city of brass|"enter this palace-gate and ask the news of greatness fallen into dust and clay." ~*the arabian nights*, trans. burton
city of brass|"there is much to learn here, but few can endure the ringing of the spires." ~nulakam the archivist
city of brass|to walk its streets is to burn in its beauty.
city of solitude|"my horizon was the arcing petals, my new home resplendent with spires of weeds and pillows of fragrant pollen." ~naimah, femeref philosopher
city of traitors|"while we fought, the *il* surrendered." ~oracle *en*-vec
city of traitors|"while we fought, the il surrendered." ~oracle *en*-vec
city of traitors|2019 north america legacy champion
citywatch sphinx|all those who trade in questions must answer to the dimir.
citywide bust|"oh, you fellas are going to love the lockup. excellent gruel. very low ceilings." ~libuse, boros sergeant
civic gardener|"i've told you knuckleheads a hundred times: you can kill 'em here, but bury the bodies somewhere else. if you disturb my prized azaleas again, you'd better dig a second hole for yourself!"
civic guildmage|to condemn the innocent you must first condemn yourself. ~civic guild maxim
civic saber|those without a guild signet often display a different form of protection.
civic stalwart|"these are your streets. defend them! this is your neighborhood. honor it! this is your city. save it!"
civic wayfinder|"these alleys are not safe. come, i can guide you back to the market square."
civil servant|"together we can build a safer, brighter new capenna!"
civilized scholar|"me, angry? of course not. thanks to my research, i'm above such petty emotions now."
claim of erebos|priests of erebos give an occasional reminder to mortals who have forgotten their mortality.
claim the firstborn|"the deal was struck and the favor had been done. and so, under the cover of night, the debt was paid." ~*tales of the fae*
claim the firstborn|"will! they have a copy of *tales of the fae* here! want me to read you a bedtime story?" ~rowan kenrith
claire d'loon, joy sculptor|she'll sculpt goblins, saprolings, marit lage . . . though that one takes a *lot* of balloons.
clairvoyance|"as we followed the ice wall, we had the distinct feeling of being watched. many of the party wanted to turn back." ~disa the restless, journal entry
clam session|"duke, duke, duke, duke of pearl . . . ."
clamavus|"the star-born approach! their holy angels descend! take up arms, my brothers and sisters, for the day of ascension is upon us!"
clambassadors|"sorry we shelled your village~here's some gold."
clamor shaman|"little goblin. big noise." ~ruric thar
clam~i~am|the clams down in clamville all scootered and skittled~ "the three is no more!" the clam fiddler fiddled.
clan crafter|trained by a dwarven master, you see the potential in every scrap of metal.
clarion cathars|the sound of the trumpet is both warning and comfort: it tells of approaching danger but also reminds the village folk that someone is there to stand against it.
clarion spirit|to the living, the horn sounds faint and mournful, but to the spirits of istfell, it is a thunderous call that must be obeyed.
clarion ultimatum|be worthy of a single blessing, and many more will follow.
clash of titans|"let the brutes fight. if they kill each other, we lose no more soldiers today." ~orthion, lavabrink captain
clash of wills|"the mind of an eldrazi is a puzzle that can never be solved. the trick is to make sure a piece goes missing." ~jace beleren
clash of wills|alhammarret rose to his feet, and the full force of his mind hit jace like a storm front.
clattering skeletons|those who die in the dungeon become its guardians.
claustrophobia|six feet of earth muffled his cries.
clawing torment|a kami's anger never fades, never sleeps, never loosens its grasp.
claws of gix|when the brotherhood of gix dug out the cave of koilos they found their master's severed hand. they enshrined it, hoping that one day it would point the way to phyrexia.
claws of valakut|"swords may sunder. shields may fail. my will is stronger than steel, and my flesh and bone far more deadly."
claws of wirewood|they say the forest has eyes. they never mention its claws.
clay statue|tawnos won fame as urza's greatest assistant. after he created these warriors, urza ended his apprenticeship, promoting him directly to the rank of master.
cleanfall|during the war, the rites of purification were still effective, but the kami, not the kitsune, chose what to cleanse.
cleanse|the clouds broke and the sun's rays burst forth; each foul beast in its turn faltered, and was gone.
cleansing beam|"justice is toothless without punishment. righteousness cannot succeed without the suffering of the guilty." ~razia
cleansing beam|"justice is toothless without punishment. righteousness cannot succeed without the suffering of the guilty." ~razia, boros archangel
cleansing nova|in their final moments, the demons gazed upon grace in its purest form.
cleansing ray|"the sun creates, sustains, and consumes so it can create again." ~caparocti sunborn
cleansing screech|"crackle" and "pop" are the most wondrous sounds.
cleansing wildfire|every rebirth looks like a death.
clear a path|"why do guards always look surprised when we bash them?" asked ruric. "i think they expect a bribe," said thar.
clear shot|"what worked to bring down angels will do the same for these horrors." ~rem karolus, slayer of eldrazi
clear shot|as werewolf attacks increased, brutal weapons not seen since the travails were dusted off and put to work.
clear the mind|"the best way to keep a secret is to forget it." ~lazav
clear the stage|"make way! it's time for the final act!"
clearwater pathway|"just when the river seems most peaceful, suddenly you round a bend and hurtle down a waterfall." ~zahr gada, halimar expedition leader
cleaver riot|measure once, cut twice.
cleaver skaab|furious and unable to separate, the bitter rivals consoled themselves by splitting everything else they saw in half.
cleaving reaper|"i won't pollute my blade with your blood, demon. you'll die by your own axe!"
cleaving sliver|when it wriggled closer to a thrum of slivers, their talons hardened and glinted in the sun. one took a playful swipe at a tree trunk, and its new blade cut clean through.
clergy en~vec|"faith's shield is hammered out by the blows of unbelievers." ~oracle *en*-vec
cleric of chill depths|"before my people turned to false gods, we built a glittering city beneath the northern sea ice. the magic of ancient benthidrix lives in me!"
cleric of life's bond|"no gods. only each other."
cleric of the forward order|war after war, a healer's enemy is always the same~death itself.
clever combo|at crossbreed labs, "heads or tails" has nothing to do with coins.
clever conjurer|"i'm always happy to lend a hand!"
clever distraction|"me neither."
clever impersonator|"our own selves are the greatest obstacles to enlightenment." ~narset, khan of the jeskai
clever lumimancer|"you're too dim to realize it, but you've already lost."
clickslither|the least popular goblins get the outer caves.
cliff threader|"the crossing demands singular focus. your life consists of these ropes, these hooks, and these rocky crags. your past is miles below."
cliffgate|a partition between the hopeless living and the restless dead.
cliffhaven kitesail|made from canvas, wood, and hope.
cliffhaven sell~sword|"i swing a sword. it's a simple life. a lot of adventurers just see me as some cheap muscle, but if my steel lets them return home with their lives and limbs intact, then i've done my job."
cliffhaven vampire|"my people are no longer slaves to the eldrazi, beholden to the past. we will determine our own future."
cliffrunner behemoth|it's revered for its power, celebrated for its grace, and feared for the avalanches triggered by its thunderous feet.
cliffside lookout|though losses run high among the scouts of the stone havens, they never flinch from their duty.
cliffside rescuer|"keep going! i'll buy you time!"
clifftop retreat|the sunlight falls pristine on the temple at epityr, softened by the remembered shadows of angelic saviors' wings.
clifftop retreat|where cathars learn to fight not only demons and vampires, but ignorance as well.
cling to dust|in bleak tizerus, all hope crumbles in your grasp.
clinging darkness|there's an experience worse than blindness~it's the certainty that your vision is perfect and the horror that there's no world around you to see.
clip wings|it is a grim duty to save the world from those created to protect it.
cloak of feathers|a thousand feathers from a thousand birds, sewn with magic and song.
cloak of invisibility|"useful . . . if you can find it." ~pashad ibn asim, suq'ata trader
cloak of mists|"all we could lose, we did. all we could keep, we do. and both are shrouded by mists." ~barrin, master wizard
cloak of mists|mystery lies beneath the haunting mists. never stay where obscurity deepens.
cloak of the bat|"how about the power of silent flight? does that suit your needs, cutthroat?" ~rivalen blackhand, proprietor of sorcerous sundries
cloaked siren|"that is not the voice of the wind singing on the stones." ~callaphe the mariner
cloakwood hermit|you've always preferred the company of animals to people.
cloakwood swarmkeeper|when he's threatened, the forest buzzes and the air hums with dragonfly wings.
clock of doooooooooooom|"perhaps you believe, even in these final moments, that you will be saved. but doom has no snooze button, you fools!" ~baron von count
clock of omens|most clocks measure time, but a few measure everything.
clock of omens|those near the clock don't hear it anymore, but their every movement is in time with its ticking.
clockwork drawbridge|argivia's clockwork fortifications are the stuff of legend, reminding all on dominaria that ingenuity has saved them before and can do so again.
clockwork fox|"it might just be my greatest invention yet: a lovable pet that *decreases* the need for chores!" ~jan jansen
clockwork gnomes|"until i came to the floating isle, i never had to oil the servants." ~baki, wizard attendant
clockwork servant|some are annoyed by the constant ticking as they clean the cobbles, but to the castle custodians, there's no sweeter sound.
cloistered youth|"i heard her talking in her sleep~pleading, shrieking, snarling. it was not my daughter's voice. that is not my daughter." ~ekatrin, elder of hanweir
clone|he knows your strengths, your weaknesses, and the shape of that unfortunate birthmark on your backside.
clone|one face, two minds.
clone|the shapeshifter mimics with a twin's esteem and a mirror's cruelty.
clone legion|their lust for battle was so great that they didn't care their enemies wore their own faces.
close quarters|the mercadians' ineptitude in close combat sometimes accidentally pays off.
closing statement|"in conclusion . . ."
clot sliver|"one would think i would be accustomed to unexpected returns." ~hanna, *weatherlight* navigator
cloud crusader|each crusader bonds with a griffin fledgling while still a child, and the two grow up as siblings.
cloud djinn|as elusive as the footprint of a djinn ~suq'ata expression
cloud elemental|"the sky teems with just as much life as the forest or the deep seas." ~hadi kasten, calla dale naturalist
cloud elemental|"you know you've angered the gods when the clouds turn against you." ~sisay, captain of the *weatherlight*
cloud elemental|the soratami surround their sky-castles with living clouds that serve as both sword and shield.
cloud key|the musical sound of its turning triggers the tumblers of revelation.
cloud manta|when emeria's worshippers learned that she was no more than a twisted memory of emrakul, they abandoned their temples to the god. the deserted shrines now serve as breeding grounds for the mantas.
cloud spirit|clouds are the soil, dreams are the crop. ~kor saying
cloud sprite|the delicate sprites carry messages for saprazzans, but they refuse to land in mercadia city's filthy markets.
cloudblazer|all the aether charts in the world can't compete with the trained eye of a talented scout.
cloudchaser eagle|most eagles hunt small animals. the cloudchasers hunt magic.
cloudchaser eagle|when the eagle catches a cloud, it tears it into strips that fall to earth. ~vec myth of the rains
cloudcrown oak|"clever folk build their homes near cloudcrowns. if a hawk or even just a faerie tries to swoop in, it'll get swatted from here to cloverdell." ~calydd, kithkin farmer
cloudheath drake|a permanent storm rages over the plain of cloudheath, and drakes ride its currents~two reminders that some elements of esper will not be controlled.
cloudkill|as the acrid fumes drifted through the lower city, even the vermin ceased to stir.
cloudkin seer|"i can see which way the wind is blowing."
cloudpost|"he watches from above. he watches from below. he watches from within." ~inscription on tel-jilad, the tree of tales
cloudreach cavalry|"it's easy to lose sight of hope until you gaze out from my vantage point."
cloudshift|"even storm clouds bow to worship avacyn." ~elder rimheit
cloudshredder sliver|forked tails rustled. talons clicked. a lone sliver streaked overhead like jagged lightning, and the hive thundered.
cloudstone curio|it *wants* to remain a mystery, banishing the curious in favor of less inquisitive company.
cloudstone curio|with innovative stabilizing techniques, suja pavani brings this piece of the sky itself to the inventors' fair.
cloven casting|"let us flee to the deep jungle. our city is no longer safe~and i suspect neither is the fallback retreat."
clown car|it runs on laughing gas.
clown extruder|"congratulations. it is a clown."
clown extruder|one day, it will produce a clown that can itself produce a clown. until that day, it will not rest.
